Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
Proxy,Bengali,5.7,1 h 46 min,1977.0,NR,"Deepa, an upcoming singer, has a twin sister, Rupa. She admires Arun, a renowned singer, while Rupa starts dating his twin brother Tarun. Unaware of the differences, confusion creates a mess where they accuse each other of double-timing and having a split personality. Will they realize the root of the chaos or end up getting hurt in extremities?",0.5308641975308642
Gemini,Telugu,5.7,2 h 31 min,2002.0,All,"Gemeni (Venkatesh), a hooligan falls in love with Manisha (Namitha) that leads him on a path to reform. But his rival, another local gang leader Ladda (Kalabhavan Mani) keeps disturbing Gemeni which lands him in trouble.",0.5308641975308642
Luv Ni Love Storys,Gujarati,7.0,2 h 20 min,2020.0,All,"The plot follows Luv through various stages of his life and many of his relationships. In pursuit of the one true love of his life, he ends up leading himself to a trippy roller-coaster ride of multiple relationships. Will his experiences make him lose his faith in love or make him look for it even more desperately?",0.6913580246913581
Gantumoote,Kannada,8.1,1 h 55 min,2019.0,18+,"A relatable, realistic tale of a sixteen-year-old girl and her subtle journey from the life that she thinks exists just like in the movies to the actual life that unravels to her. A story of struggles in understanding herself, the changing world, educational pressures, bullying, competition over marks – all of it wrapped up in transcending journey of first love.",0.8271604938271605
Lal Pan Bibi,Bengali,5.3,2 h 49 min,1994.0,NR,"It's a revenge story of a girl named Lali. They were twins and her sister's name was Mili. Lali's father was a priest. One day her father saw three persons named Raghunath, Chauhan and Rabin Das murdering a union leader and her father wanted to inform police about the murder but the murderer also killed Lali's father and before her father's last breath she took an oath for revenge.",0.4814814814814815
Sommersby,English,6.2,1 h 53 min,1993.0,18+,"Richard Gere stars as Jack Sommersby, a man who returns home from the war to reclaim his life, seven years after he was presumed dead.",0.5925925925925927
Atumgiri (Itemgiri),Marathi,6.5,2 h 11 mins,2017.0,13+,"A teenage boy falls for a girl he likes since childhood, only to discover that life is not a fairy tale",0.6296296296296297
Padma Nadir Majhi,Bengali,8.2,2 h 11 min,2017.0,13+,A film about a Bengali Muslim boatman who wants to create a safe home for both Hinus and Muslims on a delta island.,0.8395061728395062
Bottle Rocket,English,7.0,1 h 31 min,1996.0,18+,"Three best friends attempt to escape their suburban boredom through a life of crime. But these bickering, bumbling thieves are no match for the local “godfather” who leads them into the biggest heist of their careers.",0.6913580246913581
Salt,Telugu,6.4,1 h 40 min,2010.0,13+,"Angelina Jolie stars in Columbia Pictures' Salt, a contemporary espionage thriller. Before becoming a CIA officer, Evelyn Salt (Jolie) swore an oath to duty, honor, and country. She will prove loyal to these when a defector accuses her of being a Russian sleeper spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture, prote...",0.617283950617284
Ghost Rider,English,5.2,1 h 50 min,2007.0,13+,"Johnny Blaze (Nicolas Cage) was only a teenaged stunt biker when he sold his soul to the devil (Peter Fonda). Years later, Johnny is a world renowned daredevil by day, but at night, he becomes the Ghost Rider of Marvel Comics legend. The devil's bounty hunter, he is charged with finding evil souls on earth and bringing them to hell. But when a twist of fate brings Johnny's long...",0.4691358024691359
Satya 2,Telugu,5.9,2 h 7 min,2013.0,18+,"Satya Prakash (Sharwanand) relocates to Hyderabad and starts working under a construction magnate Eeshwar Rao (Mahesh Thakur) and has a dream to marry his girlfriend Chitra (Anaika Soti) and settle down in life. When Eeshwar Rao gets into a problem, Satya solves it for him and hatches a master plan to become a super power of illegal activities. Will he succeed? What dangers are in store for him?",0.5555555555555557
Thuparivaalan,Tamil,7.5,2 h 34 min,2017.0,13+,"Detective Kaniyan Poonkundran who craves for an interesting case to solve, faces a major challenge while solving the mystery of a murdered dog which leads him to capture a powerful rival who proves to be a fitting opponent for him.",0.7530864197530864
Flight 192,Tamil,5.0,1 h 25 min,2016.0,16+,An FBI agent has her family taken hostage while she is on a flight to Washington DC. The agent then has to make a decision that could cost the lives of her husband and her son.,0.44444444444444453
Laal Ishq,Marathi,5.5,1 h 56 mins,2016.0,13+,"'Laal Ishq' is a love story entwined with a murder that takes place in a resort, and the prime suspects for the murder are the two leads of the film.",0.5061728395061729
Software Sudheer,Telugu,5.7,1 h 55 min,2019.0,13+,"Sudheer / Chandu (Sudigali Sudheer), is an ugly son of a Minister's PA and has a hard time wooing any girl. Swathi (Dhanya) falls for his good heart but later, things go wrong in both their families. When Swathi gets Sudheer to a godman, he reveals shocking secrets about Sudheer's life and a curse he has to live with. What more dangers await him? Would Sudheer be able to solve them?",0.5308641975308642
Bleeding Steel,English,5.2,1 h 45 min,2017.0,13+,A Special Forces Agent is assigned to protect a scientist and his creation from a sinister gang.,0.4691358024691359
Ali,English,6.8,2 h 36 min,2001.0,18+,"The life story of heavyweight boxing champion Muhammad Ali, following the champ's early days as Cassius Clay and his rise in sports and politics, including his controversial refusal to fight in the Vietnam War and his infamous comeback battles.",0.6666666666666667
Alvin and the Chipmunks: Chipwrecked,English,4.3,1 h 27 min,2011.0,All,"The vacationing Chipmunks and Chipettes are turning a luxury cruise liner into their personal playground, until they become 'Chipwrecked' on a remote island. As the 'Munks and Chipettes scheme to find their way home, they accidentally discover their new turf is not as deserted as it seems.",0.3580246913580247
Kadaram Kondan,Tamil,5.7,1 h 54 min,2019.0,13+,A trainee doctor has just moved to Malaysia with his pregnant wife. An unidentified man gets admitted in his hospital after an accident who is later identified to be one of the most wanted by the Malaysian police on a murder case. Doctor’s wife is kidnapped with a demand to get the stranger out of the hospital. How the doctor-stranger duo rescue the doctor’s wife is the rest of the movie.,0.5308641975308642
Carry On Balle Balle,Hindi,6.9,2 h 5 min,2020.0,13+,"Jass, an orphan, dreams of settling down in Canada but is not eligible to immigrate. He decides to marry an NRI girl, Meet, to fulfil his dream.",0.6790123456790125
Kalankini Kankabati,Bengali,6.8,1 h 53 min,1981.0,NR,"Kalankini Kankabati is a 1981 Bengali language Indian crime drama film directed by Uttam Kumar. The film stars Mithun Chakraborty, Sharmila Tagore, Supriya Choudhury, Asitbaran and Uttam Kumar in the lead roles. Music of the film was composed by R. D. Burman.",0.6666666666666667
Aadmi,Hindi,6.5,2 h 22 min,1993.0,18+,"Vijay, a factory supervisor, is falsely accused and arrested for killing his family. Just when he is at his lowest point, an inspector offers to help him in return for capturing the son of a gangster.",0.6296296296296297
Master Stroke,Gujarati,6.4,1 h 56 min,2019.0,All,"The story revolves around Siddhant Adhikari, a 60 year old retired lawyer who has lived peacefully with his grandson Yash for he past 10 years. After a few years Yash's parents now want custody of their son. Will Siddhant Adhikari get the custody of Yash?",0.617283950617284
Nishabdha (Kannada),Kannada,3.8,2 h 5 min,2020.0,16+,A murder-mystery thriller. A world-famous cello player is murdered and crucified in a Seattle Villa that has a reputation for being haunted. His friends and family try to figure out if he was really killed by a supernatural being or if he was assassinated by someone he knows. His dumb and deaf wife and a police detective are pinned against each other as they discover the victim's dark past.,0.29629629629629634
Holly Slept Over,English,5.5,1 h 27 min,2020.0,16+,"When Audra confesses to her husband that she once had sex with Holly, her college roommate, their relationship takes an exciting and unexpected turn.",0.5061728395061729
Ragala 24 Gantallo,Telugu,5.2,2 h 11 min,2019.0,13+,"Vidya is happily married to Rahul until tragedy strikes with her husband's death - and she is the one responsible. She becomes the prime suspect during the investigation headed by ACP Narasimha. With growing suspicion and an unending maze of mystery, a secret is revealed which turns everyone's lives upside down.",0.4691358024691359
Fruits of Passion,English,5.6,1 h 19 min,1981.0,18+,"A girl (Isabelle Illiers) loves an older man (Klaus Kinski). He demands that she goes in a brothel, as evidence that she loves him. As she is confronted by any number of perverse sexual possibilities, he carries on an affair with Natalie (Arielle Dombasle). Based on a novel by Dominique Aury.",0.5185185185185185
Chhalaang,Hindi,6.5,2 h 16 min,2020.0,13+,"Chhalaang is a hilarious, yet inspirational journey of Montu, a PT Master from a semi govt. funded school for whom teaching PT is just a job. When circumstances put everything he cares for at stake, including Neelu who he loves, Montu is forced to do what he's never done- TEACH. Through his journey, the film humorously addresses the value of Sports Education in school curriculum.",0.6296296296296297
Chaarfutiya Chhokare,Hindi,6.2,1 h 53 min,2014.0,13+,"An NRI Neha Malini (Soha Ali Khan) returns to India to start a school in Bihar. As she meets three boys who want to join the school, she slowly uncovers a political and criminal nexus which binds them all.",0.5925925925925927
Mangal Deep,Bengali,8.1,2 h 27 min,2017.0,13+,A Bengali film about the different lives of two brothers who get separated in their childhood. Will they reunite?,0.8271604938271605
Blair Witch (2016),English,5.0,1 h 29 min,2016.0,18+,"It's been 20 years since James's sister and her two friends vanished into the Black Hills Forest in Maryland while researching the legend of the Blair Witch, leaving a trail of theories and suspicions in their wake.",0.44444444444444453
Vijay,Hindi,5.6,2 h 52 min,1988.0,16+,"When Arjun (Anil Kapoor) and Vicky (Rishi Kapoor) meet, they are oblivious to the fact that they are cousin brothers. They meet as friends until one day the truth dawns that the person behind the humiliation and destruction of Arjun’s mother is their grandfather Yodhraj (Anupam Kher). The battle lines are drawn. Arjun takes up his mothers cause against his own grandfather and vows to destroy him.",0.5185185185185185
Scooby-Doo!: The Movie,Hindi,5.1,1 h 26 min,2002.0,13+,Scooby-Doo and his clever crime-solving cohorts are individuallysummoned to Spooky Island to investigate a series of paranormalincidents at the ultra-hip Spring Break hot spot.,0.45679012345679015
Daag,Hindi,7.0,2 h 26 min,1973.0,7+,"Sunil (Rajesh Khanna) is forced to leave behind his new bride Sonia (Sharmila Tagore), when he kills her would-be rapist. A new identity beckons when Sunil meets Chandni (Rakhee) and ends up marrying her to give her illegitimate child a father’s name. Now a respected Mayor of his town, Sunil’s past catches up with him and brings together Sunil and Sonia. Can he outrun his destiny for long?",0.6913580246913581
Hero No.01 - Vir: The Robot Boy Movie,Hindi,2.8,54min,2012.0,7+,"Vir is so popular among the people in the city that everyone considers him a real hero.  Mad Max is too jealous of Vir's popularity and plans to spoil his image in the city. As always he relies on Cat Mona and Timbaktoo for the same but like every time they fail to do so. Now, Mad Max himself takes the charge but it's beyond his ability to defeat Vir.",0.1728395061728395
Fortuner,Kannada,6.9,2 h 10 min,2019.0,13+,The story of the film follows a change in events when the protagonist acts against the will of Fortune.,0.6790123456790125
Kamaraj,Tamil,7.1,2 h 1 min,2004.0,All,"This film is a biography of Indian politician K.Kamaraj, popularly known as the Kingmaker. Kamaraj is played by Richard Madhuram, voice over by M.S.Baskar. He is a distinguished personality, who remained a bachelor and served the country till his last breath. Certain scenes depict his simple living and high thinking. And finally the funeral procession of the man, is full of emotions.",0.7037037037037037
Mana Gedda Maga,Kannada,8.5,2 h 4 min,1992.0,NR,"Mana Gedda Maga is a 1992 Indian Kannada film, directed by LM Raja and Produced by RK Sadaulla Khan. The film Sunder Raj, Prabhakar, Vajramuni in lead roles. The film has musical score by L Vydyanathan.",0.8765432098765432
Karmegham,Tamil,5.9,2 h 18 min,2002.0,13+,"Mammootty returns to his village after serving in the army for long. But to his surprise, he finds that the villagers still work as slaves to a feudal landlord Radha Ravi who exploits them. Later through his mother (Manorama), Mammootty comes to know that Radha Ravi is his father and then a father-son conflict starts.",0.5555555555555557
C/O Surya,Telugu,5.5,1 h 43 min,2017.0,13+,"Surya is an easy going guy who leads a happy life with his friends and family. When everything seem to be going fine, a person called Samba Sivudu enters into his life and creates a big disturbance. What disturbance did Samba Sivudu create? and How did Surya set everything right? The movie revolves around this.",0.5061728395061729
Eththan,Tamil,5.1,2 h 22 min,2011.0,All,"Sathyamurthy alias Sathya is the son of a school teacher in Kumbakonam. Vimal is a happy-go-lucky youngster, who yearns to do business. To achieve his 'mission', he borrows money from all quarters and is almost drowned in debts. Even as his father advices him to start leading life in a right manner, enters Selvi, a student. Sathya gets acquainted to Selvi and his life takes a turn.",0.45679012345679015
Prem By Chance,Bengali,6.7,2 h 28 min,2018.0,13+,Purna promises her family that she will introduce her 'to be' husband soon but due to some reason Purna breaks away from her boyfriend Sanu. During this juncture she meets a local goon Raju and wants him to act as her 'to be' husband. Raju agrees but then he leaves Purna on the marriage day only to realise that he has fallen in love with her. Does Purna love Raju too? Will they marry each other?,0.6543209876543211
John Rambo,English,7.0,1 h 26 min,2008.0,18+,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",0.6913580246913581
Shaadi No. 1,Hindi,3.5,2 h 9 min,2005.0,NR,"Raj, Veer and Aryan, three men perpetually ignored by their wives, accept an offer from a businessman to seduce and betray his daughters so that they become more open to arranged marriage.",0.2592592592592593
Shubh Mangal Zyada Saavdhan,Hindi,5.8,1 h 57 min,2020.0,13+,"The Tripathi family is busy gearing up for an unusual wedding, when something more unusual hits them smack on their smiling, ‘Indian Shaadi’ ready faces. The newest couple of their family, cannot be a ‘couple’ in the first place! While the two love birds share ‘achaar’ and ‘elaichis’, the Tripathi family is busy plotting the end of their relationship.",0.54320987654321
Housefull,Hindi,5.4,2 h 28 min,2010.0,NR,"Housefull is a romantic comedy entertainer which narrates the story of Aarush, the world's unluckiest man. Being jinxed, he believes his bad luck can vanish if he finds true love. In this quest for his true love, one lie leads to another and different people from different walks of life come together, adding even more confusion to this hilarious comedy of errors resulting in total chaos and ...",0.49382716049382724
Dinoshark,Telugu,3.1,1 h 26 min,2010.0,16+,"A baby dinoshark evolves into a ferocious predatory adult, terrorising tourists and locals offshore from Puerto Vallarta, Mexico.",0.2098765432098766
John Wick: Chapter 2,Kannada,7.5,2 h 2 min,2017.0,18+,"Bound by an inescapable blood debt to the Italian crime lord, Santino D'Antonio, and with his precious 1969 Mustang still stolen, John Wick - The taciturn and pitiless assassin who thirsts for seclusion - is forced to visit Italy to honour his promise. But, soon, the Bogeyman will find himself dragged into an impossible task in the heart of Rome's secret criminal society.",0.7530864197530864
Palay Khan,Hindi,6.5,2 h 25 min,1986.0,All,"Palay Khan's friend is kidnapped by the British. He retaliates by kidnapping the British General's daughter. Unknowingly, he begins to fall in love with her.",0.6296296296296297
The Legend of Michael Mishra,Hindi,4.4,1 h 58 min,2016.0,All,"The Legend of Michael Mishra is a 2016 Indian Hindi comedy film written and directed by Manish Jha. It is produced by Kishor Arora and Shareen Mantri Kedia of Eyecandy Films. The film stars Arshad Warsi, Aditi Rao Hydari, Boman Irani and Kayoze Irani. It was released on 5 August 2016.",0.37037037037037046
Honey Boy,Telugu,7.3,1 h 34 min,2019.0,18+,"From a screenplay by Shia LaBeouf, award-winning filmmaker Alma Har’el brings to life a young actor’s stormy childhood and early adult years as he struggles to reconcile with his father.",0.7283950617283951
Ellis Island: The Making of a Master Race in America,English,6.8,1 h 9 min,2019.0,13+,"People migrate to the US with the American dream in their eyes. However, many a times they pay a heavy price as they have to go through dehumanizing and discriminatory immigration screenings. They also face grave dangers of the long journeys to come to the US. The films explores these aspects and shows US' obsession with American eugenics and the horrifying process of race purification.",0.6666666666666667
Entrapment,English,6.3,1 h 52 min,1999.0,18+,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",0.6049382716049383
Kuttram Kadithal,Tamil,8.0,1 h 59 min,2015.0,All,"Merlin, a school teacher, lands in trouble when she slaps Chezhiyan, an arrogant student. Chezhiyan becomes unconscious and goes into a coma.",0.8148148148148149
Strings of Passion,Hindi,6.5,1 h 35 min,2014.0,NR,"A drama of love, deception and humanity, 'Strings of Passion' is an urban commercial flick set in the City of Joy which tells the story of 3 guys who have only two things in common - their love for music and life. Neel, Aman and Amit are young and dynamic guys who are the members of a band named 'Strings of Passion', but are shadowed by the influences of drugs, broken love and bad parenting. ...",0.6296296296296297
Koyelaanchal,Hindi,5.4,2 h 25 min,2014.0,NR,"Koyelaanchal unveils itself through Saryu Bhan Singh (Vinod Khanna), an ex-owner turned Mafioso of the region, who through his sheer brutality & blatant defiance of law of the land, forces the people & the authorities to acknowledge him as their “Maalik”. Any protest, any voice of dissent against him is dealt with spine chilling violence of epic proportions. Things get a bit difficult to han ...",0.49382716049382724
Ustadi Ustad Se,Hindi,3.8,2 h 14 min,1982.0,NR,"Young Seema with her grandmother and maternal uncle Kaamdev lives a middle-classed lifestyle. Her friend is Rajesh and Sanjay also wants to be her friend, but she slaps him. As time passes, the region is destroyed by floods and Seema gets separated from Rajesh. Years later, now Seema has grown up and destiny re-unites her with Rajesh, much to her delight. Her grandmother arranges their marri ...",0.29629629629629634
MySelf Pendu,Punjabi,4.4,2 h 5 mins,2015.0,13+,"Preet and Harpal are brothers who lead laid-back lives. Their mother is supportive of all their shallow acts, while their father is furious and asks them to be efficient and independent.",0.37037037037037046
Phullu,Hindi,6.0,1 h 31 min,2017.0,13+,"When Phullu, and uneducated trader from a small village visits the city, he finds out about the inconveniences caused during menstruation due to lack of access to facilities in the village. Despite public humiliation, and family resistance, Phullu decides to create awareness about the issue, and promote sanitary pads. The film has been praised by critics for its subtle treatment of the issue.",0.5679012345679013
Napoleon (Telugu),Telugu,6.9,1 h 54 min,2017.0,13+,The curious case of a missing shadow. Napoleon (Anand Ravi) visits a police station and lodges a complaint that his shadow is missing. This unique case becomes the talk of the town. Napoleon also reveals that God has come into his dream and gives him a clue that a certain accident is actually a murder.,0.6790123456790125
Shatranj Ke Khilari,Hindi,7.7,1 h 55 min,1977.0,All,"Set in 1856, this satirical film traces the fate of Awadh, a kingdom ruled by Wajid Ali Shah and his team of disinterested governors. Two noblemen go a step further and devote themselves to endless rounds of chess, while their kingdom gets annexed.",0.7777777777777779
Carol,English,7.2,1 h 58 min,2015.0,18+,An aspiring photographer develops an intimate relationship with an older woman in 1950's New York.,0.7160493827160495
Don 2,Hindi,7.1,2 h 27 min,2011.0,13+,"Don 2 is a sequel to a 2006's Indian action thriller 'Don'. Living in Thailand for past five years and having conquered the Asian underworld, international gangster Don (Shah Rukh Khan) now has bigger plans. Don has never been known to take the easy way out, but when he surrenders voluntarily to the Interpol in Malaysia, eyebrows are raised.",0.7037037037037037
Kaalia,Hindi,6.8,2 h 46 min,1981.0,All,"Kallu's perfect world is upturned when Shahani Seth enters his life. Circumstances send poor Kallu to prison where he meets hardened criminals and learns the tricks and trades of the criminal world from them. The simpleton Kallu, now becomes Kaalia and escapes prison, determined to destroy Shahani.",0.6666666666666667
Bhartiya,Marathi,7.7,2 h 9 mins,2012.0,13+,"When Abhay returns to his village to claim his ancestral property, he finds that it has been seized by the village head, Sirdeshmukh. Then, he sets out to retrieve his land from the evil Sirdeshmukh. He seeks the help of government officials who don't pay him any heed. Will he achieve success?",0.7777777777777779
Baat Bann Gayi,Hindi,5.1,1 h 48 min,2013.0,NR,"A successful author (Ali Fazal) pretends to be a geek in order to impress his girlfriend's (Anisa) brother (Gulshan Grover), because he expects his brother-in-law to be intelligent. Anyway, while the hero's almost on the verge of winning over his girl's bhaiya, his rowdie lookalike shows up, adding to the drama. That's not all. Even the bhaiya has a lookalike which doubles the drama and confusion.",0.45679012345679015
Escape Room,English,4.2,1 h 26 min,2017.0,18+,Six friends test their intelligence when an escape room they participate in takes a dark and twisted turn.,0.3456790123456791
Sky and Ground,English,8.4,1 h 24 min,2019.0,13+,"In the world’s greatest refugee crisis, over 1.7 million refugees have entered Europe, seeking asylum. Sky and Ground follows a Syrian-Kurdish family that has set out to seek refuge in Berlin, led by Guevera Nabi. Starting the journey on foot from Aleppo, they make their way through the Idomeni refugee camp in Greece into the Balkans and through Hungary and Austria.",0.8641975308641977
Mister,Telugu,3.8,2 h 36 min,2017.0,13+,"Mister is a story about the power of first love and family bonding. In a small village in the Telugu States, an elderly man Pichaya naidu, is the revered village head and commands immense respect from the villagers.",0.29629629629629634
Raduaa,Punjabi,5.1,2 h 8 mins,2018.0,All,"It is a comedy science fiction movie where four people who are living in 2018 travel back in time to 1955. Nav (Nav Bajwa) who is IT expert, Sukhi (Gurpreet Ghuggi) who is a mechanic and Hem Chand Lamba (B.N. Sharma) who is lab technician are living in Chandigarh. Their landlady is Jasmeen (Satinder Satti). Will they succeed in returning or something more mysterious is in wait is to be seen.",0.45679012345679015
Abduction Point,Marathi,5.6,1 h 22 mins,2016.0,18+,A group of hikers on the Appalachian Trail become lost and stumble across an ancient Alien secret that threatens their survival.,0.5185185185185185
Goyenda Junior,Bengali,6.1,1 h 58 min,2019.0,13+,A Bengali crime thriller about a teenaged detective investigating the perfect crime disguised as a natural death!,0.5802469135802469
Anjali,Bengali,6.6,1 h 54 min,1988.0,All,"Anjali is a devotional offering to Goddess Kali and enumerates the power of God over mankind. It substantiate that God, after all, does exists.",0.6419753086419753
Children of the Bride,English,6.5,1 h 34 min,1990.0,16+,"Middle-aged Margret Becker becomes engaged to a man who's only two years older than her oldest child.  She must learn to deal with the doubts faced by each of her four children concerning her fiancé, whose collective discomfort, and individual perceptions of the circumstances, seem entirely impenetrable.",0.6296296296296297
Bhagam Bhag,Hindi,6.4,2 h 32 min,2006.0,All,Bunty (Akshay Kumar) and Babla (Govinda) are two wannabe actors and want to be the lead actor in a theatre group. Due to their bad behaviour the lead heroine runs away and now they are entrusted to find one. This task leads to hilarious situations which also land them up into trouble.,0.617283950617284
Dead Space: Downfall,English,6.3,1 h 14 min,2008.0,18+,"On a deep space mining mission for the crew of USG Ishimura to a remote planet, an ancient religious relic is unearthed and brought aboard. But when the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a",0.6049382716049383
Incarnate,English,5.3,1 h 26 min,2016.0,18+,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.",0.4814814814814815
Basmati Blues,English,3.6,1 h 42 min,2018.0,13+,A brilliant scientist is plucked out of the company lab and sent to India to sell the genetically modified rice she created - which she doesn't realize will destroy the farmers she thinks she's helping.,0.271604938271605
Ashi Hi Banwa Banwi,Marathi,8.8,2 h 17 mins,1988.0,All,"Four friends are searching for rented accommodation. The landlady insists only on married couples, so two of the friends are forced to dress as women and pretend to be wives of the other two.",0.9135802469135804
Sahhas,Hindi,4.7,2 h 13 min,1981.0,NR,"Customs Officer Kishanchand plans to expose a drug cartel run by criminals Ajay and Jaggan. When arrested, Ajay agrees to testify against Jaggan, only if the police rescue his abducted sister.",0.40740740740740744
Karinkannan,Malayalam,4.8,1 h 56 min,2018.0,All,"This is a story of Dasan who have the power of his eyes that whatever he saying by looking to someone or something, that will happen on time. This movie starts by showing his birth. later after he grown up, he face a lot of problems on his family and village due to his power in negative way. finally his wife also starts to hate him. This shows how a common man survive from all these problems.",0.41975308641975306
Jane and Emma,English,6.4,1 h 33 min,2018.0,18+,"In 1844, after traveling hundreds of miles on foot, a black woman finds enduring friendship with the wife of the founder to the Mormon Church.",0.617283950617284
Child 44,English,6.5,2 h 17 min,2015.0,18+,"An idealistic pro-Stalin officer continues to investigate a series of child murders, even when his government denies the existence of a child-targeting serial killer in their country. Even when he is demoted and exiled, he continues his investigation.",0.6296296296296297
Salt,Hindi,6.4,1 h 40 min,2010.0,13+,"Angelina Jolie stars in Columbia Pictures' Salt, a contemporary espionage thriller. Before becoming a CIA officer, Evelyn Salt (Jolie) swore an oath to duty, honor, and country. She will prove loyal to these when a defector accuses her of being a Russian sleeper spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture, prote...",0.617283950617284
Mechanic Ressurection,Hindi,5.7,1 h 34 min,2016.0,16+,Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.,0.5308641975308642
Fugay,Marathi,6.1,2 h,2017.0,13+,The story revolves around two best friends Swwapnil Joshi and Subodh Bhave. Swwapnil gets engaged to Prarthana Behere who is extremely possessive about Swwapnil and also doesn't approve of the bond between Swwapnil and Subodh. Assuming they wont get to enjoy the same fun both decide to go for one last bachelor party to Goa.,0.5802469135802469
Raatchasi,Tamil,7.3,2 h 12 min,2019.0,All,"Geetha Rani, the new headmistress of a Government School, has to confront misbehaving students, lethargic faculty and non-existent routines. As she faces these difficulties, will she be able to reform the education system and the society?",0.7283950617283951
Salt,Tamil,6.4,1 h 40 min,2010.0,13+,"Angelina Jolie stars in Columbia Pictures' Salt, a contemporary espionage thriller. Before becoming a CIA officer, Evelyn Salt (Jolie) swore an oath to duty, honor, and country. She will prove loyal to these when a defector accuses her of being a Russian sleeper spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture, prote...",0.617283950617284
Thammudu,Telugu,7.9,2 h 41 min,1999.0,All,"Thammudu is a 1999 Indian Telugu film, directed by P. A. Arun Prasad and produced by Burugupalli and Sivaramakrishna. The film stars Pawan Kalyan, Preeti Jhangiani and Aditi Govitrikar in lead roles. The music of the film was composed by Ramana Gogula.",0.8024691358024693
Bezubaan,Hindi,7.3,2 h 15 min,1982.0,NR,"Bezubaan, as the name suggests, is the story of a woman (Reena Roy) who suffers silently; society and family pressures effectively stifling any protest she might have voiced. In the process, she gets blackmailed by an unscruplous photographer who has pictures of her and her lover (Raj Kiran) taken before her marriage. Reena's husband (Shashi Kapoor) is a trusting, humane person who loves his ...",0.7283950617283951
Fan,Hindi,7.0,2 h 18 min,2016.0,13+,"FAN is the story of Gaurav (Shah Rukh Khan) a young man, 20 something, whose world revolves around the mega movie star Aryan Khanna (Shah Rukh Khan) or God as he refers to him. When things don't go according to plan, Gaurav’s love and passion for his God turns into a dangerous obsession that crosses the fine line.",0.6913580246913581
The Landlord,Hindi,5.4,1 h 26 min,2017.0,16+,"Alyssa moves into a luxury apartment complex but is unaware she is being watched by her disturbed landlord, Robert, via hidden cameras. Robert will do anything to fill the void left by his estranged daughter--even if that means replacing her.",0.49382716049382724
Vellaiya Irukiravan Poi Solla Maatan,Tamil,6.8,2 h 4 min,2015.0,All,"A young man decides to blackmail his ex-girlfriend for money and use the cash for his father's medical treatment. And thus, he sets in motion a long chain of blackmails that go all the way to a kingmaker in national politics.",0.6666666666666667
Stolen,Hindi,5.5,1 h 31 min,2014.0,18+,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",0.5061728395061729
Kachche Dhaage,Hindi,6.0,2 h 21 min,1999.0,13+,"Two stepbrothers-a smuggler and a corporate lad-loathe each other at the outset. But soon, they are forced to work together under unexpected circumstances. With the BSF, CBI, and Mafia on their tail, they must set aside their differences and join hands to prove their innocence.",0.5679012345679013
American Heist,English,5.0,1 h 32 min,2015.0,18+,"James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go.",0.44444444444444453
Ucha Dar Babe Nanak Da,Punjabi,7.8,2 h 38 mins,1982.0,All,Ucha Dar Babe Nanak Da Is a Punjabi Family Drama Movie. Shamsher Singh Is A Pure Hearted Selfless And God Fearing Man. He Is Childless. One Day While Returning From A Pilgrimage He And His Wife Bansa Find An Abandoned Child. They Decide To Bring Up The Child. Later The Couple Has A Child Of Their Own. Both Siblings Grow To Manhood Loyal To Each Other Until A Woman Drives A Wedge Between Them.,0.7901234567901235
Thazhvaram,Malayalam,8.1,2 h 2 min,1990.0,NR,"Balan (Mohanlal) is in search of Raju (Salim Ghouse) and the search takes him to a hillside. Balan reaches a house, where he is welcomed whole-heartedly by both Nanu (Sankaradi), the house owner, and Kochutty (Sumalatha), his daughter. Balan realizes that Raju stays with them as Raghavan. Balan comes to know that Nanu has helped Raju to start farming and that Nanu intends to get his daughter ...",0.8271604938271605
Men in Black 3,Telugu,6.8,1 h 45 min,2012.0,13+,"Agent Jay travels back in time to 1969, where he teams up with a younger version of Agent Kay to stop an evil alien from destroying the future.",0.6666666666666667
Jail,Hindi,6.2,2 h 13 min,2009.0,13+,"Jail is the story of a bright young man Parag Dixit, who gets charged for drug peddling and is sent to a god foresaken jail as an undertrial. Will Parag be able to maintain his sane mind, a return to his glorious career.",0.5925925925925927
Sarvakalashala,Malayalam,7.3,2 h 22 min,1987.0,All,Lal is an orphan who continues studying in a college even though he has earned three masters degrees. Things turn sour for him when he is framed for a crime he did not commit and put in jail.,0.7283950617283951
